212	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@sag1984m-words#@sag1984m#62.962#63.254
213	порвем	порвать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#63.254#63.546
214	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#63.546#63.838
215	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#63.838#64.13
216	выходят	выходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#64.13#64.422
217	чуваки	чувак	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#64.422#64.714
218	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#64.714#65.006
219	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@sag1984m-words#@sag1984m#65.006#65.298
220	даже	даже	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#65.298#65.59
221	в…	в…	X	_	_	_	_	_	@sag1984m-words#@sag1984m#65.59#65.882
222	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@sag1984m-words#@sag1984m#65.882#66.174
223	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#66.174#66.466
224	России	Россия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#66.466#66.758
225	где	где	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#66.758#67.05
226	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#67.05#67.342
227	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#67.342#67.634
228	принципе	принцип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#67.634#67.926
229	ну	ну	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#67.926#68.218
230	обожают	обожать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#68.218#68.51
231	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#68.51#68.802
232	продукт	продукт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#68.802#69.094
233	не	не	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#69.094#69.386
234	собирают	собирать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	_	_	_	@sag1984m-words#@sag1984m#69.386#69.678
235	ничего	ничто	PRON	_	Case=Gen	_	_	_	@sag1984m-words#@sag1984m#69.678#69.97
236	то	то	PART	_	_	_	_	_	@at1995m-words#@at1995m#293.992#294.259
237	есть	есть	PART	_	_	_	_	_	@at1995m-words#@at1995m#294.259#294.526
238	парадокс	парадокс	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#70.554#70.846
239	по	по	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#70.846#71.138
240	всему	весь	DET	_	Case=Dat|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#71.138#71.43
241	миру	мир	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#71.43#71.722
242	провал	провал	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#71.722#72.014
243	то	то	PART	_	_	_	_	_	@at1995m-words#@at1995m#293.992#294.259
244	есть	есть	PART	_	_	_	_	_	@at1995m-words#@at1995m#294.259#294.526
245	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#72.598#72.89
246	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#72.89#73.182
247	на	на	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#73.182#73.474
248	бумаге	бумага	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#73.474#73.766
249	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#73.766#74.058
250	и	и	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#74.058#74.35
251	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#74.35#74.642
252	и	и	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#74.642#74.934
253	продукт	продукт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#74.934#75.226
254	то	то	PART	_	_	_	_	_	@at1995m-words#@at1995m#293.992#294.259
255	есть	есть	PART	_	_	_	_	_	@at1995m-words#@at1995m#294.259#294.526
256	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#75.81#76.102
257	о	о	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#76.102#76.394
258	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#76.394#76.686
259	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#76.686#76.978
260	ни	ни	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#76.978#77.27
261	один	один	NUM	_	Case=Nom|Gender=Masc	_	_	_	@sag1984m-words#@sag1984m#77.27#77.562
262	робот	робот	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#77.562#77.854
263	никогда	никогда	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#77.854#78.146
264	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#78.146#78.438
265	не	не	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#78.438#78.73
266	подсчитает	подсчитать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#78.73#79.022
267	потому	потому	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#79.022#79.314
268	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#79.314#79.606
269	на	на	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#79.606#79.898
270	бумаге	бумага	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#79.898#80.19
271	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#80.19#80.482
272	мега	мега	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#80.482#80.774
273	рентабельный	рентабельный	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#80.774#81.066
274	проект	проект	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#81.066#81.358
275	на	на	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#81.358#81.65
276	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#81.65#81.942
277	ну	ну	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#81.942#82.234
278	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#82.234#82.526
279	и	и	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#82.526#82.818
280	так	так	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#82.818#83.11
281	же	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#83.11#83.402
282	как	как	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#83.402#83.694
283	и	и	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#83.694#83.986
284	последние	последний	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#83.986#84.278
285	люди-икс	человек-икс	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#84.278#84.57
286	то	то	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#84.862#85.154
287	е…	е…	X	_	_	_	_	_	@sag1984m-words#@sag1984m#85.154#85.446
288	мм	мм	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#85.446#85.738
289	неловко	неловко	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#85.738#86.03
290	смотреть	смотреть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#86.03#86.322
291	там	там	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#86.322#86.614
292	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#86.614#86.906
293	Фасбендер	Фасбендер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#86.906#87.198
294	уже	уже	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#87.198#87.49
295	и	и	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#87.49#87.782
296	так	так	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#87.782#88.074
297	пыхтит	пыхтеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#88.074#88.366
298	и	и	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#88.366#88.658
299	сяк	сяк	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#88.658#88.95
300	пыхтит	пыхтеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#88.074#88.366
301	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#89.242#89.534
302	там	там	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#89.534#89.826
303	Дженнифер	Дженнифер	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#89.826#90.118
304	Лоуренс	Лоуренс	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#90.118#90.41
305	что-то	что-то	PRON	_	Case=Nom	_	_	_	@sag1984m-words#@sag1984m#90.41#90.702
306	пытается	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#90.702#90.994
307	но	но	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#90.994#91.4
308	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@sag1984m-words#@sag1984m#92.24#92.601
309	те	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#92.601#92.962
310	скажу	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#92.962#93.323
311	такую	такой	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#93.323#93.684
312	вещь	вещь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#93.684#94.045
313	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#94.045#94.406
314	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#94.406#94.767
315	вот	вот	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#94.767#95.128
316	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@sag1984m-words#@sag1984m#95.128#95.489
317	с	с	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#95.489#95.85
318	Димой	Дима	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#95.85#96.211
319	Нагиевым	Нагиев	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#96.211#96.572
320	э	э	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#96.572#96.933
321	общались	общаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#96.933#97.294
322	недавно	недавно	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#97.294#97.655
323	по	по	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#97.655#98.016
324	этому	этот	DET	_	Case=Dat|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#98.016#98.377
325	поводу	повод	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#98.377#98.738
326	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#98.738#99.099
327	если	если	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#99.099#99.46
328	нету	нет	VERB	_	Aspect=EMPTY|Mood=EMPTY|Number=EMPTY|Person=EMPTY|Tense=Pres|VerbForm=EMPTY|Voice=Mid	_	_	_	@sag1984m-words#@sag1984m#99.46#99.821
329	содержания	содержание	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#99.821#100.2
330	то	то	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#100.88#101.104
331	ни	ни	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#101.104#101.328
332	один	один	NUM	_	Case=Nom|Gender=Masc	_	_	_	@sag1984m-words#@sag1984m#101.328#101.552
333	артист	артист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#101.552#101.776
334	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#101.776#102.0
335	не	не	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#102.0#102.224
336	спасет	спасти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#102.224#102.453
337	если	если	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#102.853#103.11
338	нечего	нечего	PRON	_	Case=Gen	_	_	_	@sag1984m-words#@sag1984m#103.11#103.367
339	играть	играть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#103.367#103.624
340	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#103.624#103.881
341	ну	ну	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#103.881#104.138
342	что	что	PRON	_	Case=Acc	_	_	_	@sag1984m-words#@sag1984m#104.138#104.395
343	ну	ну	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#104.395#104.652
344	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#104.652#104.909
345	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#104.909#105.166
346	на	на	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#105.166#105.423
347	пустом	пустой	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#105.423#105.68
348	месте	место	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#105.68#105.937
349	давать	давать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#105.937#106.194
350	мокрые	мокрый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#106.194#106.451
351	глаза	глаз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#106.451#106.708
352	выжимать	выжимать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#106.708#106.965
353	слезу	слеза	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#106.965#107.222
354	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#107.222#107.479
355	но	но	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#107.479#107.736
356	если	если	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#107.736#107.993
357	за	за	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#107.993#108.25
358	этим	это	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#108.25#108.507
359	ничего	ничто	PRON	_	Case=Gen	_	_	_	@sag1984m-words#@sag1984m#108.507#108.764
360	не	не	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#108.764#109.021
361	стоит	стоять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#109.021#109.278
362	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#109.278#109.535
363	а	а	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#109.535#109.792
364	перед	перед	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#109.792#110.049
365	тобой	ты	PRON	_	Case=Ins|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#110.049#110.306
366	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#110.306#110.563
367	о	о	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#110.563#110.82
368	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#110.82#111.077
369	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#111.077#111.334
370	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#111.334#111.591
371	прав	прав	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@sag1984m-words#@sag1984m#111.591#111.848
372	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#111.848#112.105
373	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#112.105#112.362
374	первый	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#112.362#112.619
375	акт	акт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#112.619#112.876
376	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#112.876#113.133
377	должен	должный	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@sag1984m-words#@sag1984m#113.133#113.39
378	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#113.39#113.647
379	длинным	длинный	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#113.647#113.904
380	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#113.904#114.161
381	все	все	PRON	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@sag1984m-words#@sag1984m#114.161#114.418
382	должны	должен	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@sag1984m-words#@sag1984m#114.418#114.675
383	были	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#114.675#114.932
384	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#114.932#115.189
385	реально	реально	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#115.189#115.446
386	раскрыты	раскрытый	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@sag1984m-words#@sag1984m#115.446#115.703
387	рассказаны	рассказанный	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@sag1984m-words#@sag1984m#115.703#115.96
388	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#115.96#116.217
389	не	не	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#116.217#116.474
390	где-то	где-то	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#116.474#116.731
391	там	там	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#116.988#117.245
392	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#117.245#117.502
393	в	в	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#117.502#117.759
394	середине	середина	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#117.759#118.016
395	фильма	фильм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#118.016#118.273
396	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@sag1984m-words#@sag1984m#118.273#118.53
397	стал	стать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#118.53#118.787
398	рассказывать	рассказать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#118.787#119.044
399	про	про	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#119.044#119.301
400	брата	брат	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#119.301#119.558
401	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#119.558#119.815
402	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#119.815#120.072
403	же	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#120.072#120.329
404	как	как	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#120.329#120.586
405	бы	бы	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#120.586#120.843
406	ну	ну	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#120.843#121.1
407	ж	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#121.1#121.357
408	ж	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#121.357#121.614
409	чувак	чувак	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#121.614#121.871
410	ну	ну	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#121.871#122.128
411	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@sag1984m-words#@sag1984m#122.128#122.385
412	же	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#122.385#122.642
413	понял	понять	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#122.642#122.899
414	что	что	SCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#122.899#123.156
415	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@sag1984m-words#@sag1984m#123.156#123.413
416	как	как	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#123.413#123.67
417	бы	бы	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#123.67#123.927
418	но	но	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#123.927#124.184
419	все	все	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#124.184#124.441
420	же	же	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#124.441#124.698
421	не	не	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#124.698#124.955
422	получилось	получиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@sag1984m-words#@sag1984m#124.955#125.212
423	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#125.212#125.469
424	/	/	PUNCT	_	_	_	_	_	@sag1984m-words#@sag1984m#125.469#125.726
425	ааа	аа	INTJ	_	_	_	_	_	@sag1984m-words#@sag1984m#125.726#125.983
426	дв..	дв..	X	_	_	_	_	_	@sag1984m-words#@sag1984m#125.983#126.24
427	а	а	CCONJ	_	_	_	_	_	@sag1984m-words#@sag1984m#126.24#126.497
428	ну	ну	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#126.497#126.754
429	как	как	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#126.754#127.011
430	бы	бы	PART	_	_	_	_	_	@sag1984m-words#@sag1984m#127.011#127.268
431	правильно	правильно	ADV	_	Degree=Pos	_	_	_	@sag1984m-words#@sag1984m#127.268#127.525
432	должно	должный	ADJ	_	Degree=Pos|Number=Sing|Variant=Short	_	_	_	@sag1984m-words#@sag1984m#127.525#127.782
433	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#127.782#128.039
434	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@sag1984m-words#@sag1984m#128.039#128.296
435	сделано	делать	VERB	_	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@sag1984m-words#@sag1984m#128.296#128.553
436	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@sag1984m-words#@sag1984m#128.553#128.81
437	о	о	ADP	_	_	_	_	_	@sag1984m-words#@sag1984m#128.81#129.067
